URL,Management Company,ISIN,Fund name,Central Administration,Auditor,Custodian,Promoter(s),Transfer agent,Legal Advisor,Fund Creation date,Last NAV,NAV calculation frequency,Execution time (s)
https://www.fundsquare.net/security/information?idInstr=209266,-,,ACF V Growth Buy-Out Europe Feeder Lux A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,3.57
https://www.fundsquare.net/security/information?idInstr=209270,-,,ACF VI Growth Buy-Out Europe Feeder Lux GP Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,4.47
https://www.fundsquare.net/security/information?idInstr=209268,-,,ACF VI Growth Buy-Out Europe Feeder Lux A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,3.84
https://www.fundsquare.net/security/summary?idInstr=209268,-,,ACF VI Growth Buy-Out Europe Feeder Lux A Dis,-,-,-,Access Capital Partners Group (BE),-,-,-,-,Every three months,4.31
https://www.fundsquare.net/security/information?idInstr=209268,-,,ACF VI Growth Buy-Out Europe Feeder Lux A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,3.97
https://www.fundsquare.net/security/information?idInstr=209268,-,,ACF VI Growth Buy-Out Europe Feeder Lux A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,4.46
https://www.fundsquare.net/security/information?idInstr=209268,-,,ACF VI Growth Buy-Out Europe Feeder Lux A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,3.84
https://www.fundsquare.net/security/information?idInstr=239534,-,,Access Capital Fund SICAV-SIF Iberica 2015 IV-A Dis,"CACEIS Bank, Luxembourg Branch (LU)",PricewaterhouseCoopers S.C. (LU),"CACEIS Bank, Luxembourg Branch (LU)",Access Capital Partners Group (BE),"CACEIS Bank, Luxembourg Branch (LU)",-,26/04/2011,-,Every three months,4.29
https://www.fundsquare.net/security/information?idInstr=283610,-,LU1745125317,Invest For Develop SICAV Forestry and climate change I C,Banque et Caisse d'Epargne de l'Etat (LU),KPMG Audit S. à r.l. (LU),Banque et Caisse d'Epargne de l'Etat (LU),ADA a.s.b.l. (LU),UI efa S.A. (LU),Elvinger Hoss & Prussen S.A. (LU),7/10/2009,-,Twice a year,3.81
https://www.fundsquare.net/security/information?idInstr=352031,Funds Avenue S.A. (LU),LU2029627424,ADCB SICAV ADCB Multi Asset Aggressive Fund R Cap,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),ADCB Asset Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),4/11/2011,25/06/2025,Daily,8.05
https://www.fundsquare.net/security/information?idInstr=352029,Funds Avenue S.A. (LU),LU2029626962,ADCB SICAV ADCB Multi Asset Balanced Fund R Cap,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),ADCB Asset Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),4/11/2011,25/06/2025,Daily,3.93
https://www.fundsquare.net/security/information?idInstr=352028,Funds Avenue S.A. (LU),LU2029627341,ADCB SICAV ADCB Multi Asset Cautious Fund X Dis,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),ADCB Asset Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),4/11/2011,25/06/2025,Daily,3.87
https://www.fundsquare.net/security/information?idInstr=73252,Vintage General Partner S.a r.l. (LU),,Vintage Fund Sicav-SIF Management Dis,CSC Global Services (Lux) Sàrl (LU),-,-,Adenium SGR S.p.A (IT),CSC Global Services (Lux) Sàrl (LU),-,26/05/2009,-,Annual,3.78
https://www.fundsquare.net/security/information?idInstr=251247,Adepa Asset Management S.A. (LU),LU1372005972,A4Investments SICAV-SIF Premier Glb Ivts B Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),-,Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),-,30/09/2011,30/05/2025,Monthly,4.01
https://www.fundsquare.net/security/information?idInstr=141342,Adepa Asset Management S.A. (LU),LU0804197084,A4Investments SICAV-SIF KiawahRealIncFd A2 Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),-,Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),-,30/09/2011,29/09/2023,Monthly,3.96
https://www.fundsquare.net/security/information?idInstr=141342,Adepa Asset Management S.A. (LU),LU0804197084,A4Investments SICAV-SIF KiawahRealIncFd A2 Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),-,Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),-,30/09/2011,29/09/2023,Monthly,3.92
https://www.fundsquare.net/security/information?idInstr=141342,Adepa Asset Management S.A. (LU),LU0804197084,A4Investments SICAV-SIF KiawahRealIncFd A2 Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),-,Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),-,30/09/2011,29/09/2023,Monthly,3.86
https://www.fundsquare.net/security/information?idInstr=141342,Adepa Asset Management S.A. (LU),LU0804197084,A4Investments SICAV-SIF KiawahRealIncFd A2 Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),-,Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),-,30/09/2011,29/09/2023,Monthly,3.97
https://www.fundsquare.net/security/information?idInstr=210399,Adepa Asset Management S.A. (LU),LU1016034404,A4 Funds SIF Premier Multistrategy B Cap,Adepa Asset Management S.A. (LU),BDO Audit S.A. (LU),Quintet Private Bank (Europe) S.A. (LU),Adepa Asset Management S.A. (LU),Kredietrust Luxembourg S.A. (LU),-,2/5/2007,30/05/2025,Monthly,4.21
https://www.fundsquare.net/security/information?idInstr=401996,Adepa Asset Management S.A. (LU),LU2361685907,Incometric Fund Hellenic Global Equities A EUR Cap,Adepa Asset Management S.A. (LU),KPMG Audit S. à r.l. (LU),Quintet Private Bank (Europe) S.A. (LU),Adepa Asset Management S.A. (LU),Adepa Asset Management S.A. (LU),Clifford Chance (LU),1/9/2006,26/06/2025,Daily,4.06
https://www.fundsquare.net/security/information?idInstr=365812,Adepa Asset Management S.A. (LU),LU2153613570,Abersandital SICAV Gbl Opportunities Fixed Income I Cap,Adepa Asset Management S.A. (LU),Deloitte Audit S.à r.l. (LU),UBS Europe SE Luxembourg Branch (LU),Adepa Asset Management S.A. (LU),UI efa S.A. (LU),-,25/02/2013,26/06/2025,Daily,3.82
https://www.fundsquare.net/security/information?idInstr=433896,FundRock Management Company S.A. (LU),LU2576084417,Aditum Investment Fds HCM MultAss ModFd A AUD Cap,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),Aditum Investment Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),14/04/2020,25/06/2025,Daily,4.3
https://www.fundsquare.net/security/information?idInstr=391471,FundRock Management Company S.A. (LU),LU2306399069,Aditum Investment Fds HCM MultAssModFd A GBP Cap,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),Aditum Investment Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),14/04/2020,25/06/2025,Daily,3.97
https://www.fundsquare.net/security/information?idInstr=408256,FundRock Management Company S.A. (LU),LU2390304082,Aditum Investment Funds Global Discovery Fund B USD Cap,Apex Fund Services S.A. (LU),Ernst & Young S.A. (LU),European Depositary Bank SA (LU),Aditum Investment Management Limited (AE),Apex Fund Services S.A. (LU),Arendt & Medernach S.A. (LU),14/04/2020,25/06/2025,Daily,3.6
https://www.fundsquare.net/security/information?idInstr=318410,Aegon Investment Management B.V. (NL),,Aegon US High Yield Bd Fd I EUR C,-,-,-,Aegon Investment Management B.V. (NL),-,-,25/06/2007,-,-,16.33
https://www.fundsquare.net/security/information?idInstr=372096,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager Credit Fund A EUR Cap,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.95
https://www.fundsquare.net/security/information?idInstr=372101,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager Emerging Market Debt A EUR HC,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.87
https://www.fundsquare.net/security/information?idInstr=372101,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager Emerging Market Debt A EUR HC,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,4.14
https://www.fundsquare.net/security/information?idInstr=372101,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager Emerging Market Debt A EUR HC,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.91
https://www.fundsquare.net/security/information?idInstr=372107,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager European Equity Fund A EUR C,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,4.54
https://www.fundsquare.net/security/information?idInstr=372108,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager European Equity Fund A EUR HC,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.8
https://www.fundsquare.net/security/information?idInstr=372109,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager Fixed Income Extra L A EUR C,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.83
https://www.fundsquare.net/security/information?idInstr=372111,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager High Yield Fund A EUR Cap,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,4.38
https://www.fundsquare.net/security/information?idInstr=372113,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager High Yield Fund A EUR HC,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.87
https://www.fundsquare.net/security/information?idInstr=372114,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager World Equity Index A EUR C,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.97
https://www.fundsquare.net/security/information?idInstr=372114,Aegon Investment Management B.V. (NL),,Aegon Global Multi Manager World Equity Index A EUR C,Citibank Europe Plc Netherlands B (NL),PricewaterhouseCoopers Accountants (NL),Citibank Europe Plc Netherlands B (NL),Aegon Investment Management B.V. (NL),Citibank Europe Plc Netherlands B (NL),-,9/3/2009,-,Daily,3.87
https://www.fundsquare.net/security/summary?idInstr=418627,-,LU2373769350,Aeronautics Fund AFD-A CHF 5 Cap,-,-,-,AFDGP Luxembourg SARL (LU),-,-,-,31/03/2025,Every three months,5.89
https://www.fundsquare.net/security/information?idInstr=87259,Agalux Investment Company S.A. (LU),LU0561527333,Agalux Pension Fund Dynamic Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,4.48
https://www.fundsquare.net/security/information?idInstr=87256,Agalux Investment Company S.A. (LU),LU0561526442,Agalux Pension Fund Defensive Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,4.03
https://www.fundsquare.net/security/information?idInstr=30442,Agalux Investment Company S.A. (LU),LU0232278944,Agalux Pension Fund 10y + Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.93
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,4.33
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.48
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.55
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.43
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.64
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.49
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.79
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.7
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.58
https://www.fundsquare.net/security/information?idInstr=103803,Agalux Investment Company S.A. (LU),LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.91
https://www.fundsquare.net/security/price?idInstr=103803,-,LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,-,-,-,-,-,-,-,27/06/2025,Daily,3.92
https://www.fundsquare.net/security/information?idInstr=87256,Agalux Investment Company S.A. (LU),LU0561526442,Agalux Pension Fund Defensive Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,4.34
https://www.fundsquare.net/security/information?idInstr=87256,Agalux Investment Company S.A. (LU),LU0561526442,Agalux Pension Fund Defensive Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.93
https://www.fundsquare.net/security/information?idInstr=103750,Agalux Investment Company S.A. (LU),LU0747071818,Agalux Pension Fund Neutral Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.74
https://www.fundsquare.net/security/information?idInstr=87258,Agalux Investment Company S.A. (LU),LU0561527176,Agalux Pension Fund High Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.8
https://www.fundsquare.net/security/information?idInstr=87258,Agalux Investment Company S.A. (LU),LU0561527176,Agalux Pension Fund High Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.87
https://www.fundsquare.net/security/information?idInstr=87258,Agalux Investment Company S.A. (LU),LU0561527176,Agalux Pension Fund High Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.8
https://www.fundsquare.net/security/information?idInstr=87255,Agalux Investment Company S.A. (LU),LU0561526798,Agalux Pension Fund Low Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.64
https://www.fundsquare.net/security/information?idInstr=87255,Agalux Investment Company S.A. (LU),LU0561526798,Agalux Pension Fund Low Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.8
https://www.fundsquare.net/security/information?idInstr=87255,Agalux Investment Company S.A. (LU),LU0561526798,Agalux Pension Fund Low Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.74
https://www.fundsquare.net/security/information?idInstr=87255,Agalux Investment Company S.A. (LU),LU0561526798,Agalux Pension Fund Low Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.62
https://www.fundsquare.net/security/information?idInstr=87257,Agalux Investment Company S.A. (LU),LU0561526954,Agalux Pension Fund Medium Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.65
https://www.fundsquare.net/security/information?idInstr=87257,Agalux Investment Company S.A. (LU),LU0561526954,Agalux Pension Fund Medium Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,4.08
https://www.fundsquare.net/security/information?idInstr=87257,Agalux Investment Company S.A. (LU),LU0561526954,Agalux Pension Fund Medium Risk Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.54
https://www.fundsquare.net/security/information?idInstr=103750,Agalux Investment Company S.A. (LU),LU0747071818,Agalux Pension Fund Neutral Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.98
https://www.fundsquare.net/security/information?idInstr=103750,Agalux Investment Company S.A. (LU),LU0747071818,Agalux Pension Fund Neutral Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.78
https://www.fundsquare.net/security/information?idInstr=103803,Agalux Investment Company S.A. (LU),LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,6.6
https://www.fundsquare.net/security/information?idInstr=103803,Agalux Investment Company S.A. (LU),LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.9
https://www.fundsquare.net/security/information?idInstr=103750,Agalux Investment Company S.A. (LU),LU0747071818,Agalux Pension Fund Neutral Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.82
https://www.fundsquare.net/security/information?idInstr=103803,Agalux Investment Company S.A. (LU),LU0747071578,Agalux Pension Fund Dynamic Portfolio Cap,"BNP Paribas, Succursale de Lux (LU)",PricewaterhouseCoopers S.C. (LU),"BNP Paribas, Succursale de Lux (LU)",AG Insurance SA/NV (BE),"BNP Paribas, Succursale de Lux (LU)",-,12/10/2005,27/06/2025,Daily,3.74
https://www.fundsquare.net/security/information?idInstr=375342,FundRock Management Company S.A. (LU),LU2143772411,AIA Investment Funds AIA Singapore Bond Fund I SGD Cap,"HSBC Continental Europe, Lux branch (LU)",PricewaterhouseCoopers S.C. (LU),"HSBC Continental Europe, Lux branch (LU)",AIA Investment Management Private Ld (SG),"HSBC Continental Europe, Lux branch (LU)",Arendt & Medernach S.A. (LU),27/05/2019,27/06/2025,Daily,3.87
https://www.fundsquare.net/security/information?idInstr=375114,FundRock Management Company S.A. (LU),LU2182890538,AIA Invt Fds AIA Equity Income Fd IDQ USD Dis,"HSBC Continental Europe, Lux branch (LU)",PricewaterhouseCoopers S.C. (LU),"HSBC Continental Europe, Lux branch (LU)",AIA Investment Management Private Ld (SG),"HSBC Continental Europe, Lux branch (LU)",Arendt & Medernach S.A. (LU),27/05/2019,27/06/2025,Daily,3.74
https://www.fundsquare.net/security/summary?idInstr=385446,AKO Capital LLP (GB),,AKO Global UCITS Fund A2 USD Cap,-,-,-,AKO Capital LLP (GB),-,-,3/1/2016,-,-,16.63
https://www.fundsquare.net/security/summary?idInstr=210930,-,,Advanced Search,-,-,-,-,-,-,-,-,-,16.53
https://www.fundsquare.net/security/information?idInstr=275581,AndBank Asset Management Luxembourg (LU),LU1731834617,Bisonte Sicav Multi Value Allocation A Cap,UI efa S.A. (LU),Deloitte Audit S.à r.l. (LU),Quintet Private Bank (Europe) S.A. (LU),"Albatros Activos XXI EAFI, S.L. (ES)",UI efa S.A. (LU),-,29/11/2017,20/06/2025,Weekly,4.55
https://www.fundsquare.net/security/information?idInstr=88709,Waystone Management Co. (Lux) S.A. (LU),,Alcentra StructuredCO II B II Dis,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Monthly,3.92
https://www.fundsquare.net/security/information?idInstr=88709,Waystone Management Co. (Lux) S.A. (LU),,Alcentra StructuredCO II B II Dis,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Monthly,3.97
https://www.fundsquare.net/security/information?idInstr=162219,Waystone Management Co. (Lux) S.A. (LU),,Alcentra StructuredCO II I B  D USD 02/13 Dis,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Monthly,4.18
https://www.fundsquare.net/security/information?idInstr=88709,Waystone Management Co. (Lux) S.A. (LU),,Alcentra StructuredCO II B II Dis,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Monthly,4.36
https://www.fundsquare.net/security/summary?idInstr=145491,-,,Pensam Fund P Cap,-,-,-,Alcentra Limited (GB),-,-,-,-,Monthly,4.27
https://www.fundsquare.net/security/information?idInstr=74501,Waystone Management Co. (Lux) S.A. (LU),LU0883609587,Alcentra European Loan Fund I A Cap,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Twice a month,3.9
https://www.fundsquare.net/security/information?idInstr=213067,Waystone Management Co. (Lux) S.A. (LU),,Alcentra Global Multi-Credit Solution Fund A IV GBP Dis,The Bank of New York Mellon SA/NV LU (LU),KPMG Audit S. à r.l. (LU),The Bank of New York Mellon SA/NV LU (LU),Alcentra Limited (GB),The Bank of New York Mellon SA/NV LU (LU),Linklaters LLP (LU),30/06/2009,-,Monthly,3.7
